TARGET_CLASS,search_budget,Size,Length,Generations,CBranchCoverageBitString,BranchCoverageBitString
org.apache.hadoop.yarn.api.records.impl.pb.SchedulingRequestPBImpl,120,32,131,173,101111010111111011111111111111111111111011111111111111110111111101111111111111111110000,111110111011011011111111111111111111111011111111111111101111111011111111111111111110000
