TARGET_CLASS,search_budget,Size,Length,Generations,MethodNoExceptionCoverageBitString,BranchCoverageBitString
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,120,78,340,762,1111111111111111111111110111111111111111111111111111111111,111111111111111101111111111111101111101111111111110100011111101110110101110010100000000000011111001111111100110001101011111000011110111011101100000001010111111111111101111111101100001110101110101111101111101111111011101010000001010101011001010
