TARGET_CLASS,search_budget,Size,Length,Generations,MethodCoverageBitString,BranchCoverageBitString
org.objectweb.asm.jip.commons.LocalVariablesSorter,120,30,96,1535,111111111,111111111111111111111111111111111011011111010101111011111111111111111111111111111111111
