approach,Size
smart selection,164.47530864197532
original combination,140.75432098765432
BC,111.86024096385542
WM,63.423809523809524
LC,83.83132530120481
TMC,59.65764705882353
NTMC,46.7855421686747
DBC,111.83493975903615
EC,128.3451219512195
OC,127.30595238095238
