approach,Size
smart selection,40.691205211726384
original combination,41.75374592833876
BC,21.458709677419353
WM,16.879354838709677
LC,17.95769230769231
TMC,14.646006389776359
NTMC,12.364331210191082
DBC,23.675324675324674
EC,30.715857605177995
OC,27.220195439739413
