approach,Size
smart selection,153.57439024390243
original combination,129.31807228915662
BC,103.42771084337349
WM,58.663529411764706
LC,80.72738095238095
TMC,56.138823529411766
NTMC,44.0364705882353
DBC,112.4964705882353
EC,124.82142857142857
OC,119.46117647058824
