approach,Size
smart selection,170.1238095238095
original combination,144.06582278481014
BC,106.25121951219512
WM,64.2144578313253
LC,86.20952380952382
TMC,61.141176470588235
NTMC,47.47529411764706
DBC,115.52289156626506
EC,133.4
OC,123.79277108433735
