approach,Size
smart selection,66.873264781491
original combination,62.03547557840617
BC,40.55663265306122
WM,26.773791348600508
LC,31.838071065989848
TMC,24.216040100250627
NTMC,19.54962025316456
DBC,42.473195876288656
EC,51.11082474226804
OC,48.59488491048593
