approach,Size
smart selection,38.26761904761905
original combination,38.82973544973545
BC,20.872169312169312
WM,15.916402116402116
LC,17.514074074074074
TMC,14.478941798941799
NTMC,12.176931216931218
DBC,22.93724867724868
EC,28.866878306878306
OC,26.019259259259258
