approach,Size
smart selection,41.20519480519481
original combination,41.33344155844156
BC,21.40388349514563
WM,16.810679611650485
LC,17.962057877813503
TMC,14.621974522292994
NTMC,12.304166666666667
DBC,23.597704918032786
EC,30.4140522875817
OC,27.05830618892508
