approach,Size
smart selection,68.49769820971866
original combination,62.693264248704665
BC,39.19591836734694
WM,26.876335877862594
LC,32.435353535353535
TMC,24.575879396984924
NTMC,19.84411027568922
DBC,43.17237851662404
EC,52.0425641025641
OC,47.772820512820516
