TARGET_CLASS,search_budget,Size,Length,Generations,BranchCoverageBitString
org.apache.hadoop.thirdparty.com.google.common.reflect.Types,120,21,99,4202,0001011111111011000001011111111111100011010011110001111001111111111101000001011111111100011000001000000000000000000000000000000110111111111110111111111
