TARGET_CLASS,search_budget,Size,Length,Generations,BranchCoverageBitString,WeakMutationCoverageBitString,LineCoverageBitString,MethodCoverageBitString,MethodNoExceptionCoverageBitString,CBranchCoverageBitString,ExceptionCoverageBitString,OutputCoverageBitString
org.apache.hadoop.mapred.IFile,120,25,98,181,11111111111101101111000000000100000011101101011000100000000000000011100000,11111111111111111111111111101111101110000000000000000000000000000000000000000000000101111000000000000000000000011111111111111111011111111110110000000011110000000000000000000011111111111111111111111111111111111111111111101111111111101010111100110111101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111011111111111111111101111111111111000000000000000001111111111111111100111111111111111111111100000,1111111111111110011111100010000000001111100000000011110111111010000000000011000001111111111111111111000011011111100111111111111110000000000000000000111110100000000111100000000000000000111111,111111111111111111111,110011101011010001111,01111111111101101111000000001000000011011110100100100000000000000011010000,,
