TARGET_CLASS,search_budget,Size,Length,Generations,BranchCoverageBitString
org.objectweb.asm.jip.MethodWriter,120,114,523,484,11111111111111111111111111111111010000001011111111100111101111111111111111111111110101111111111111111111111111111111111111111111111111111111111111111111111101111101100000011111111111111111111111101000111111111111111110101011111111111111110111101111111111011011011011111111111111111111111111111111111111111111111111111111111100000000000000000000000011111101111111111111111111111111101100000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110111011111111111111101111111111111111100000100000111111111111111111111110101111111111111011111111111110111111111111101111111111111111111010110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111111111
