TARGET_CLASS,search_budget,Size,Length,Generations,CBranchCoverageBitString,BranchCoverageBitString
org.apache.commons.math3.fraction.Fraction,120,59,113,1082,1111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111101,1111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111110
