TARGET_CLASS,search_budget,Size,Length,Generations,LineCoverageBitString
twitter4j.TwitterBaseImpl,120,29,161,176,111111111111111011000000000111000111111011111111111100001011111101000100110001111111000000001111111111111100000000001111100000000000000011111011110000000111111111110000000001111111000000000000000000
