TARGET_CLASS,search_budget,Size,Length,Generations,LineCoverageBitString
org.apache.hadoop.io.compress.CompressionCodecFactory,120,8,20,1036,111111111100111111111111111111111111110110111111101111111111111000110011100000000000000000000000000000000000111110000000011111111111111111
