TARGET_CLASS,search_budget,Size,Length,Generations,BranchCoverageBitString,OutputCoverageBitString
org.apache.hadoop.mapreduce.jobhistory.JobHistoryEventHandler,120,44,233,212,01011111111101011001101000000000000000000000101000000000001111111000111110000010111011110100000000000000000000101111111101000000000000000000000000001111110101110111111111000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000000000011111111111110001000100010111010001100000000000000,0010001000
