TARGET_CLASS,search_budget,Size,Length,Generations,MethodNoExceptionCoverageBitString,BranchCoverageBitString
org.apache.hadoop.yarn.proto.ApplicationClientProtocol,120,107,465,86,11100000000000000000110000000100010011110000000,1111111101111111111111111111111111111111111111110000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111010101010101010101010111010111011101010101010111010101110101011101111111011101111111011111111101111101111111110111111111111111011111110111011111111111111111110101111111111111111111110111111111111111110111111101111111
