TARGET_CLASS,search_budget,Size,Length,Generations,LineCoverageBitString
org.apache.hadoop.tools.proto.GetUserMappingsProtocolProtos,120,92,318,46,0111100111111111111111111111111111111111110110000000111111000000111111111111111010000000000111111111111100111111111111111111110101111111000111111111111111111111111111111100000111111111111111111111111111101100011111111011111011111111111111111111111111111111111111111111111111111111111111110111111000000000011111111110011111111111111111111110111111100011111101111110000111011111111111111111111111111111111111111111111111101100000011111111100111110000011111111100011110000000000000000001110001111000000
