TARGET_CLASS,search_budget,Size,Length,Generations,BranchCoverageBitString,OutputCoverageBitString
org.apache.hadoop.mapred.IFile,120,21,96,242,11111111111111100111000000001111100011101101011101100000000000000011110000,
