approach,BC,WM,LC,TMC,NTMC,DBC,EC,OC
smart selection,0.48592087231327996,0.5312537382414406,0.526212105678565,0.7855816348634496,0.6293288201229986,0.485363546245543,18.189210019267822,0.3838282699222097
smart selection without the subsumption strategy,0.4935879064524503,0.5303766586571256,0.5372027951506325,0.7797563017904892,0.627452115313678,0.48838177703130553,18.31907514450867,0.3854090148385867
