TARGET_CLASS,search_budget,Size,Length,Generations,BranchCoverageBitString
weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm,120,23,232,1616,111111111111101111111000000111111111111110000111111101111111100000000000000001111111111111111111111111000111011111111111111111111111111111111111111111101111111111111111111111111111111010111011000001111111111111111111111110111111111111101100000111111111111111111111111
