TARGET_CLASS,search_budget,Size,Length,Generations,MethodCoverageBitString,BranchCoverageBitString
org.apache.hadoop.mapreduce.lib.partition.InputSampler,120,8,11,74,11110110110100,111111111000000000000000000000000000000000000000000000000000000000000
