TARGET_CLASS,search_budget,Size,Length,Generations,MethodCoverageBitString
org.apache.hadoop.thirdparty.protobuf.DescriptorProtos,120,291,798,45,001011010000100001001000000001000000000000000100000000100111111111110111101001010000000000000101000000000111001111101111110000100101010000000010000011001010110000101010100000000111101111110101110000110100101001000110010111110011110001000100100000111000111111111101001100100000000010000000000000010000111010101111111101000110110000100000000000000111011100111111100101100001100001000000000010010000000000000110010000100011101111111111110110111010010000011001111110011110000100011001000000000000001010000100010001000000010000000000000111001111110111110101000001000100010101000110011111000100100000000000000000110010101100111010000101000011000000000001001100100011011111010011001100000000000110010011101111100001010000000000011100011000101110000101001000000011000000110110110000111000011100000100111000110110111111100110101000010000101000110111110001001110000000000110001000110110100000010100000000100010000000001100111110111111000
