TARGET_CLASS,search_budget,Size,Length,Generations,WeakMutationCoverageBitString
de.huxhorn.lilith.data.access.AccessEvent,120,22,78,870,111111111111111111111111111111111111111111111111101111101011111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
