approach,Size
smart selection,143.5149019607843
original combination,138.43960784313725
BC,89.10156862745099
WM,93.54392156862745
LC,88.07176470588236
TMC,94.74549019607844
NTMC,93.82941176470588
DBC,101.48705882352941
EC,108.67333333333333
OC,103.19058823529411
