approach,Size
smart selection,178.93333333333334
original combination,175.06626506024097
BC,105.97294117647058
WM,115.43333333333334
LC,115.0035294117647
TMC,109.91428571428571
NTMC,110.54285714285714
DBC,122.99518072289156
EC,127.74216867469879
OC,121.76309523809523
