approach,Size
smart selection,41.0185303514377
original combination,41.547435897435896
BC,21.421405750798723
WM,23.70958466453674
LC,21.75016077170418
TMC,23.562057877813505
NTMC,23.293589743589745
DBC,23.299038461538462
EC,30.229073482428117
OC,26.791318327974277
