approach,Size
smart selection,40.895409836065575
original combination,41.82640264026403
BC,21.56396103896104
WM,23.644336569579288
LC,22.054545454545455
TMC,23.644625407166124
NTMC,23.61954397394137
DBC,23.697402597402597
EC,30.418241042345276
OC,27.325974025974027
