approach,Size
smart selection,70.19949622166247
original combination,69.60329113924051
BC,39.47889447236181
WM,43.11712846347607
LC,41.766666666666666
TMC,41.925569620253164
NTMC,41.8010101010101
DBC,44.247848101265824
EC,50.66742424242424
OC,46.987848101265826
