approach,Size
smart selection,38.8994708994709
original combination,39.585608465608466
BC,20.85989417989418
WM,22.997460317460316
LC,21.32042328042328
TMC,23.24783068783069
NTMC,23.067724867724866
DBC,23.17079365079365
EC,28.98296296296296
OC,26.036613756613757
