approach,Size
smart selection,76.90077120822622
original combination,74.61291989664083
BC,41.75333333333333
WM,44.15228426395939
LC,40.60621761658031
TMC,43.09896907216495
NTMC,44.09923273657289
DBC,46.462724935732645
EC,54.868894601542415
OC,50.51099744245524
