TARGET_CLASS,search_budget,Size,Length,Generations,MethodNoExceptionCoverageBitString
org.apache.hadoop.yarn.proto.YarnSecurityTokenProtos,120,143,458,88,01101011101111101111001111111111110111011111101100111011110111111111100010111000111011101110101110110010111111011111111110111111111111100011111011011001110111111111111100010111101101111111011100111111111111011110101001011010100110011111001110111111111
