TARGET_CLASS,search_budget,Size,Length,Generations,MethodCoverageBitString,BranchCoverageBitString
org.apache.hadoop.thirdparty.protobuf.Struct,120,71,224,58,111111111111111111111111111111111111110111111010111101111101111111,11111111111111111111111111111111101011111111111101111111111101111111111111111111111001111011111001000011111111111111110110111101111111101110111010111111111111
