TARGET_CLASS,search_budget,Size,Length,Generations,MethodCoverageBitString,BranchCoverageBitString
org.apache.hadoop.crypto.CryptoInputStream,120,41,227,63,111111111111111111111111111111,1111111111111111111111011111100111100101000000000100000000111100010011000000110011110110111111100011101000011001001110100011111000110000111111111000110000100100111101010111011101000100000011011101010111010000
