TARGET_CLASS,search_budget,Size,Length,Generations,LineCoverageBitString,BranchCoverageBitString
org.apache.hadoop.mapreduce.v2.api.records.impl.pb.AMInfoPBImpl,120,20,61,203,11111111111110111111110011111111111111111111111111111111111111111111111111111111111111111,11111011101111111111111111111011111111111111111111111
