TARGET_CLASS,search_budget,Size,Length,Generations,MethodCoverageBitString,BranchCoverageBitString
org.apache.commons.lang3.BooleanUtils,120,124,196,3811,1111111111111111111111111111111111111111111,11111111111111111111111111111111111111111111111111111111111111110101111111111111111111111111111101111111111111111111111111111111111111111101111111111111110111011111111111111111111111111101111111111101110111011111111111111111111111111111111111111111111
