TARGET_CLASS,search_budget,Size,Length,Generations,WeakMutationCoverageBitString,BranchCoverageBitString
org.apache.hadoop.thirdparty.protobuf.AbstractMessage,120,18,74,35,00001110000101110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111111100101011100000000000000000000000000011111111111111111100000000000000001111111111111111110000000000000000111111111111100111100000111101000001111111110111110000111111111111111100000000000000000000000111111111111111111111,1000001100001100010011111001001100111010000000000000000000000000000000000111101101000000000001000101110111000111111001000101111010011
