TARGET_CLASS,search_budget,Size,Length,Generations,CBranchCoverageBitString,BranchCoverageBitString
org.apache.hadoop.thirdparty.com.google.common.util.concurrent.Uninterruptibles,120,26,72,3,111111111110001000000100000000110000110000001100001110001100101,111111111110010000000100000100000101010000010101000101010101010
