TARGET_CLASS,search_budget,Size,Length,Generations,LineCoverageBitString,BranchCoverageBitString
org.objectweb.asm.jip.ClassReader,120,23,60,46,110111111111111111111111111111111111111111111111111111111111111111111111111111110000001000000000000000111110111000010000111111111111111111111111100000000000011111100001000011111111111111111111111111111110110000000000000011111111111111111000000011111000011111111010100001111111111111111111000000000000000000000011111101111111110111111111111111111111111111101111101111111111111110000000000001111111101111110000001011111111111111111101111111111111111001111111111111000111111001111111111111111111111111111111111111100000000000000000000000000000000011111111111111111011111111111111111001111111000000001111111100001110000111111111111111111001100011111111111111111111111111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011110001110000111111111000111111000011110111111111100000000001110011111111100000000000001111111111111111111111111111111111,1111111111111111111111111111111111111111111101111111101110101111111111111111111111110110110111111111111111111111110000100000000000011100010111110000010111110111111111101000000000011011111100000101111111111111001000000000000111101011101010100000001100011111111011010100111111111111111111111110111111101010101010000001110111111111001101111111101110000000000111111100111010101010111010111010101010101010101010101011111111001111111110111101111111111111101111111011111100111101111111111111111111111111111011111110101010101110000001011111011111110001110000000100100000000011000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111101010101011101110000111111111101111111110111111111
